Être heureux, c'est d'abord cesser de se plaindre.,Fiodor Dostoïevski,,energetic,happiness|complain|stop|first,#dostoïevski|#bonheur|#littérature|#citation|#sagesse|#plainte|#quotes|#humanité|#gratitude,0,;
Prends garde à ton cœur, surveille ta pensée.,Fiodor Dostoïevski,,contemplative,heart|thought|watch|care,#dostoïevski|#cœur|#littérature|#citation|#pensée|#sagesse|#quotes|#humanité|#conscience,0,;
Les grandes questions se posent seules au fond de nous. Il suffit de se taire et d'écouter.,Fiodor Dostoïevski,,calm,questions|inner|silence|listen,#dostoïevski|#silence|#littérature|#citation|#écoute|#sagesse|#quotes|#humanité|#profondeur,0,;
La vraie beauté porte en elle quelque chose qui fait souffrir.,Fiodor Dostoïevski,,melancholic,beauty|suffering|truth|deep,#dostoïevski|#beauté|#littérature|#citation|#sagesse|#souffrance|#quotes|#humanité|#esthétique,0,;
Il n'est rien de plus difficile au monde qu'une franchise totale.,Fiodor Dostoïevski,,contemplative,honesty|difficult|total|truth,#dostoïevski|#franchise|#littérature|#citation|#vérité|#sagesse|#quotes|#humanité|#courage,0,;
La foi et le doute sont deux faces d'une même pièce.,Fiodor Dostoïevski,,contemplative,faith|doubt|two|coin,#dostoïevski|#foi|#doute|#littérature|#citation|#sagesse|#quotes|#humanité|#spiritualité,0,;
Nous ne sommes pas en mesure d'imaginer notre propre mort.,Marcel Proust,,melancholic,death|imagine|self|unable,#proust|#mort|#littérature|#citation|#sagesse|#temps|#quotes|#humanité|#impermanence,0,;
Le souvenir d'une certaine image n'est que le regret d'un certain instant.,Marcel Proust,,melancholic,memory|image|regret|instant,#proust|#mémoire|#littérature|#citation|#regret|#sagesse|#quotes|#temps|#nostalgie,0,;
Nous ne sommes jamais aussi malheureux que nous croyons, ni aussi heureux que nous espérons.,Marcel Proust,,melancholic,unhappy|happy|believe|hope,#proust|#bonheur|#littérature|#citation|#espoir|#sagesse|#quotes|#humanité|#lucidité,0,;
Il y a dans certains regards un tel abîme de tendresse qu'on n'en voit jamais le fond.,Marcel Proust,,warm,gaze|tenderness|abyss|depth,#proust|#tendresse|#regard|#littérature|#citation|#sagesse|#quotes|#humanité|#amour,0,;
On ne peut toujours vivre avec ses souvenirs. Il faut parfois vivre de l'avenir.,Marcel Proust,,energetic,future|memories|live|forward,#proust|#avenir|#mémoire|#littérature|#citation|#sagesse|#quotes|#temps|#humanité,0,;
Il y a une force dans la douceur qui dépasse la brutalité.,Marcel Proust,,warm,softness|strength|brutality|gentle,#proust|#douceur|#force|#littérature|#citation|#sagesse|#quotes|#humanité|#beauté,0,;
Chaque être se présente comme un miroir dans lequel nous nous voyons.,Marcel Proust,,contemplative,mirror|other|see|self,#proust|#miroir|#littérature|#citation|#relation|#sagesse|#quotes|#humanité|#soi,0,;
On ne reçoit pas la sagesse, on la découvre soi-même.,Marcel Proust,,contemplative,wisdom|discover|self|receive,#proust|#sagesse|#voyage|#littérature|#citation|#découverte|#soi|#quotes|#apprentissage,0,;
L'oubli est la seule vraie mort.,Marcel Proust,,melancholic,forgetting|death|true|memory,#proust|#oubli|#mort|#littérature|#citation|#mémoire|#sagesse|#quotes|#humanité,0,;
Je suis mélancolique non par tristesse mais par amour de la vie.,Marcel Proust,,melancholic,melancholy|life|love|sadness,#proust|#mélancolie|#littérature|#citation|#amour|#sagesse|#vie|#quotes|#sentiment,0,;
Le trésor se trouve là où ton cœur est heureux.,Paulo Coelho,,warm,treasure|heart|happy|find,#coelho|#trésor|#citation|#cœur|#sagesse|#bonheur|#quotes|#alchimiste|#vie,0,;
Personne ne peut revenir en arrière pour recommencer. Mais chacun peut commencer maintenant pour finir différemment.,Paulo Coelho,,energetic,start|now|different|end,#coelho|#commencement|#citation|#sagesse|#maintenant|#motivation|#quotes|#vie|#recommencer,0,;
Quand tu veux quelque chose sincèrement, tout l'univers se met en mouvement.,Paulo Coelho,,warm,sincere|desire|universe|move,#coelho|#désir|#citation|#univers|#sagesse|#sincérité|#quotes|#alchimiste|#vie,0,;
La vie est trop courte pour attendre la perfection.,Paulo Coelho,,energetic,life|short|perfect|wait,#coelho|#perfection|#citation|#sagesse|#attente|#vie|#motivation|#quotes|#imperfection,0,;
Ce n'est pas la crainte de souffrir qui m'empêche d'agir. C'est la peur de réussir.,Paulo Coelho,,energetic,fear|succeed|suffer|act,#coelho|#peur|#citation|#sagesse|#succès|#motivation|#quotes|#vie|#réussir,0,;
Confie-toi à tes rêves et ils se réaliseront.,Paulo Coelho,,warm,trust|dream|realize|believe,#coelho|#rêve|#citation|#sagesse|#confiance|#réaliser|#quotes|#vie|#motivation,0,;
La magie d'une journée se vit dès le matin.,Paulo Coelho,,warm,magic|morning|day|live,#coelho|#matin|#citation|#sagesse|#magie|#vie|#quotes|#présence|#motivation,0,;
Avance sur le chemin même si tu ne vois pas la destination.,Paulo Coelho,,energetic,walk|path|destination|trust,#coelho|#chemin|#citation|#confiance|#sagesse|#destination|#quotes|#vie|#foi,0,;
Là où tes talents croisent les besoins du monde, tu trouveras ta vocation.,Paulo Coelho,,warm,talent|world|vocation|cross,#coelho|#vocation|#citation|#talent|#sagesse|#monde|#quotes|#vie|#but,0,;
Le monde change pour ceux qui ont le courage de se transformer.,Paulo Coelho,,energetic,change|world|transform|courage,#coelho|#changement|#citation|#courage|#sagesse|#transformation|#quotes|#vie|#monde,0,;
Voyager sans but précis, c'est parfois trouver le chemin.,Anonyme,,contemplative,wander|goal|path|find,#voyage|#errer|#citation|#sagesse|#chemin|#découverte|#quotes|#liberté|#exploration,0,;
Les plus beaux voyages sont ceux qu'on ne prépare pas.,Anonyme,,energetic,unprepared|beautiful|journey|freedom,#voyage|#spontané|#citation|#sagesse|#liberté|#aventure|#quotes|#découverte|#monde,0,;
Se perdre dans une ville inconnue est la meilleure façon de la connaître.,Anonyme,,warm,lost|city|know|discover,#voyage|#ville|#citation|#sagesse|#perdre|#découverte|#quotes|#exploration|#monde,0,;
Partir c'est naître un peu.,Anonyme,,warm,leave|born|start|fresh,#voyage|#départ|#citation|#sagesse|#naissance|#commencer|#quotes|#liberté|#exploration,0,;
Ce n'est pas l'arrivée qui compte, mais le chemin.,Lao Tseu,,calm,arrival|path|journey|matters,#laotzu|#voyage|#chemin|#citation|#sagesse|#arrivée|#taoisme|#quotes|#processus,0,;
Le vrai voyage n'est pas d'aller d'un lieu à un autre. C'est d'aller de soi à soi.,Anonyme,,contemplative,inner journey|self|place|travel,#voyage|#intérieur|#citation|#sagesse|#soi|#découverte|#quotes|#exploration|#profondeur,0,;
Chaque départ est une chance que l'univers nous offre.,Anonyme,,warm,departure|chance|universe|gift,#voyage|#départ|#citation|#sagesse|#chance|#univers|#quotes|#opportunité|#exploration,0,;
Voyager seul c'est rencontrer les autres plus profondément.,Anonyme,,warm,solo|meet|deeper|others,#voyage|#solitude|#citation|#sagesse|#rencontre|#profondeur|#quotes|#exploration|#monde,0,;
Le voyage n'enseigne qu'à celui qui apprend à observer.,Anonyme,,contemplative,travel|teach|observe|learn,#voyage|#observation|#citation|#sagesse|#apprendre|#exploration|#quotes|#monde|#conscience,0,;
Emporte peu. Laisse entrer beaucoup.,Anonyme,,calm,light|carry|receive|open,#voyage|#légèreté|#citation|#sagesse|#emporter|#ouverture|#quotes|#exploration|#liberté,0,;
L'amour qui dure est celui qui choisit chaque jour de durer.,Anonyme,,warm,love|choose|daily|last,#amour|#choix|#citation|#sagesse|#durée|#engagement|#quotes|#relation|#sentiment,0,;
Mieux vaut un amour imparfait qu'une solitude parfaite.,Anonyme,,warm,imperfect|love|solitude|perfect,#amour|#imperfection|#citation|#sagesse|#solitude|#relation|#quotes|#sentiment|#humanité,0,;
L'amour ne vient pas de la contemplation de l'autre, mais de ce qu'il éveille en toi.,Anonyme,,contemplative,love|awaken|self|other,#amour|#éveil|#citation|#sagesse|#soi|#relation|#quotes|#sentiment|#conscience,0,;
La vraie rencontre est celle où deux solitudes se reconnaissent.,Rainer Maria Rilke,,warm,meeting|solitude|recognize|two,#rilke|#rencontre|#amour|#citation|#sagesse|#solitude|#quotes|#relation|#humanité,0,;
Aimez-vous les uns les autres, non pas en vertu d'une obligation, mais parce que vous le voulez.,Gibran/Rumi,,warm,love|each other|will|choose,#amour|#choix|#citation|#sagesse|#vouloir|#relation|#quotes|#humanité|#sentiment,0,;
Si tu veux être aimé, commence par aimer.,Benjamin Franklin,,warm,love|start|give|receive,#amour|#donner|#citation|#sagesse|#commencer|#franklin|#quotes|#relation|#humanité,0,;
L'amour est le seul miroir qui ne mente jamais.,Anonyme,,warm,love|mirror|never|lie,#amour|#miroir|#citation|#sagesse|#vérité|#relation|#quotes|#sentiment|#humanité,0,;
Qui n'a jamais aimé n'a jamais vécu.,Anonyme,,warm,love|live|never|experience,#amour|#vivre|#citation|#sagesse|#expérience|#vie|#quotes|#sentiment|#humanité,0,;
Dans l'amour, la raison est inutile. Le cœur sait ce qu'il veut.,Anonyme,,warm,love|reason|heart|know,#amour|#cœur|#citation|#sagesse|#raison|#sentiment|#quotes|#relation|#humanité,0,;
L'amour véritable commence quand rien n'est attendu en retour.,Antoine de Saint-Exupéry,,warm,love|expect|return|true,#saintexupery|#amour|#citation|#sagesse|#altruisme|#relation|#quotes|#sentiment|#humanité,0,;
L'échec est la condition du succès.,Ernest Dimnet,,energetic,failure|success|condition|grow,#échec|#succès|#citation|#sagesse|#croissance|#résilience|#quotes|#motivation|#vie,0,;
Ceux qui ne peuvent changer d'avis ne peuvent rien changer.,George Bernard Shaw,,contemplative,change|mind|nothing|flexible,#shaw|#changement|#citation|#sagesse|#esprit|#flexibilité|#quotes|#vie|#évolution,0,;
Le plus grand obstacle au bonheur c'est d'en attendre trop.,Fontenelle,,calm,obstacle|happiness|expect|too much,#bonheur|#attente|#citation|#sagesse|#obstacle|#contentement|#quotes|#vie|#sérénité,0,;
Aide-toi et le ciel t'aidera.,Jean de La Fontaine,,energetic,help|self|heaven|action,#lafontaine|#action|#citation|#sagesse|#aide|#ciel|#quotes|#motivation|#vie,0,;
Il n'y a pas de chemin vers la paix. La paix est le chemin.,Mahatma Gandhi,,calm,peace|path|way|be,#gandhi|#paix|#citation|#sagesse|#chemin|#voie|#quotes|#humanité|#philosophie,0,;
Ce qui compte dans la vie, ce n'est pas le simple fait d'avoir vécu. C'est la différence que tu fais dans la vie des autres.,Nelson Mandela,,warm,difference|others|life|impact,#mandela|#impact|#citation|#sagesse|#vie|#différence|#quotes|#humanité|#service,0,;
La clarté mentale vient de l'honnêteté intérieure.,Anonyme,,contemplative,clarity|honesty|inner|mental,#clarté|#honnêteté|#citation|#sagesse|#intérieur|#mental|#quotes|#psychologie|#vie,0,;
Ce que tu semènes aujourd'hui, tu le récolteras demain.,Proverbe universel,,contemplative,sow|reap|today|tomorrow,#proverbe|#karma|#citation|#sagesse|#semer|#récolter|#quotes|#vie|#conséquence,0,;
La discipline est le pont entre les objectifs et les accomplissements.,Jim Rohn,,energetic,discipline|bridge|goal|accomplish,#rohn|#discipline|#citation|#sagesse|#but|#accomplissement|#motivation|#quotes|#vie,0,;
Construire du beau là où régnait le chaos, c'est l'art de vivre.,Anonyme,,warm,beauty|chaos|build|art,#beauté|#chaos|#citation|#sagesse|#construction|#art|#quotes|#vie|#créativité,0,;
Peu importe la lenteur à laquelle tu vas, du moment que tu ne t'arrêtes pas.,Confucius,,calm,slow|stop|persevere|forward,#confucius|#philosophie|#citation|#sagesse|#persévérance|#chemin|#quotes|#motivation|#vie,0,;
Choisissez un travail que vous aimez et vous n'aurez pas à travailler un seul jour dans votre vie.,Confucius,,warm,work|love|passion|joy,#confucius|#passion|#citation|#sagesse|#travail|#amour|#quotes|#motivation|#vie,0,;
Avant de te venger, creuse deux tombes.,Confucius,,contemplative,revenge|two|tombs|consequence,#confucius|#vengeance|#citation|#sagesse|#conséquence|#philosophie|#quotes|#vie|#sagesse,0,;
La vie est vraiment simple, mais nous insistons à la compliquer.,Confucius,,calm,simple|life|complicate|insist,#confucius|#simplicité|#citation|#sagesse|#vie|#complexité|#quotes|#philosophie|#calme,0,;
Ce que tu ne souhaites pas pour toi-même, ne le fais pas aux autres.,Confucius,,warm,golden rule|others|self|ethics,#confucius|#éthique|#citation|#sagesse|#règle d'or|#philosophie|#quotes|#humanité|#moral,0,;
Le vrai savoir c'est de connaître l'étendue de son ignorance.,Confucius,,contemplative,knowledge|ignorance|extent|wisdom,#confucius|#connaissance|#citation|#sagesse|#ignorance|#philosophie|#quotes|#humilité|#apprentissage,0,;
Qui apprend sans penser perd son temps. Qui pense sans apprendre se met en danger.,Confucius,,contemplative,learn|think|time|danger,#confucius|#apprentissage|#citation|#sagesse|#pensée|#philosophie|#quotes|#équilibre|#réflexion,0,;
Le chemin vers la vertu est toujours plus difficile que le chemin vers le vice.,Confucius,,energetic,virtue|vice|path|difficult,#confucius|#vertu|#citation|#sagesse|#vice|#chemin|#quotes|#philosophie|#moral,0,;
Quelqu'un qui connaît la voie mais ne la suit pas est pire que quelqu'un qui l'ignore.,Confucius,,contemplative,way|know|follow|hypocrite,#confucius|#cohérence|#citation|#sagesse|#voie|#philosophie|#quotes|#hypocrisie|#moral,0,;
La gloire n'est pas de ne jamais tomber, mais de se relever à chaque fois qu'on tombe.,Confucius,,energetic,glory|fall|rise|each time,#confucius|#résilience|#citation|#sagesse|#chute|#relever|#quotes|#motivation|#vie,0,;
Demande souvent. N'assume jamais.,Confucius,,calm,ask|assume|clarify|wisdom,#confucius|#question|#citation|#sagesse|#assumer|#philosophie|#quotes|#communication|#vie,0,;
L'homme supérieur est celui qui corrige ses propres erreurs.,Confucius,,contemplative,superior|correct|error|self,#confucius|#erreur|#citation|#sagesse|#correction|#philosophie|#quotes|#responsabilité|#croissance,0,;
Étudier sans réfléchir est une perte de temps. Réfléchir sans étudier est dangereux.,Confucius,,contemplative,study|reflect|waste|danger,#confucius|#étude|#citation|#sagesse|#réflexion|#philosophie|#quotes|#apprentissage|#équilibre,0,;
Si tu veux la vérité, commence par croire que tu ne la connais pas encore.,Confucius,,contemplative,truth|believe|unknown|seek,#confucius|#vérité|#citation|#sagesse|#croyance|#philosophie|#quotes|#humilité|#chercher,0,;
L'homme noble est celui qui comprend la justice. L'homme ordinaire ne comprend que l'avantage.,Confucius,,contemplative,noble|justice|advantage|ordinary,#confucius|#justice|#citation|#sagesse|#noble|#philosophie|#quotes|#moral|#avantage,0,;
Les défauts des hommes sont souvent leurs plus grandes vertus déformées.,Confucius,,contemplative,flaw|virtue|distort|man,#confucius|#défauts|#citation|#sagesse|#vertu|#philosophie|#quotes|#humanité|#complexité,0,;
La meilleure des enseignements est la pratique.,Confucius,,energetic,practice|teaching|best|action,#confucius|#pratique|#citation|#enseignement|#sagesse|#philosophie|#quotes|#action|#apprentissage,0,;
L'homme honnête dira toujours la vérité quels que soient ses intérêts.,Confucius,,contemplative,honest|truth|interest|integrity,#confucius|#honnêteté|#citation|#sagesse|#vérité|#intégrité|#quotes|#philosophie|#moral,0,;
Qui connaît les autres est habile. Qui se connaît lui-même est éclairé.,Confucius,,contemplative,others|self|clever|enlightened,#confucius|#connaissance|#citation|#sagesse|#soi|#philosophie|#quotes|#développementpersonnel|#éveil,0,;
Garde ta dignité dans tout ce que tu fais.,Confucius,,contemplative,dignity|keep|all|do,#confucius|#dignité|#citation|#sagesse|#conduire|#philosophie|#quotes|#moral|#respect,0,;
La racine de l'éducation est amère, mais ses fruits sont doux.,Aristote,,energetic,education|root|bitter|sweet,#aristote|#éducation|#citation|#sagesse|#amertume|#douceur|#quotes|#apprentissage|#vie,0,;
Nous sommes ce que nous faisons de manière répétée. L'excellence n'est donc pas un acte mais une habitude.,Aristote,,energetic,excellence|habit|repeated|action,#aristote|#excellence|#citation|#habitude|#sagesse|#action|#quotes|#motivation|#philosophie,0,;
Le bonheur dépend de nous-mêmes.,Aristote,,warm,happiness|depends|self|us,#aristote|#bonheur|#citation|#sagesse|#soi|#philosophie|#quotes|#vie|#responsabilité,0,;
L'ignorant affirme, le sage doute, le philosophe réfléchit.,Aristote,,contemplative,ignorant|wise|doubt|reflect,#aristote|#sagesse|#citation|#doute|#philosophie|#réflexion|#quotes|#connaissance|#humilité,0,;
L'amitié est une âme dans deux corps.,Aristote,,warm,friendship|soul|two|bodies,#aristote|#amitié|#citation|#âme|#sagesse|#lien|#quotes|#humanité|#philosophie,0,;
La vertu est un état habituel de l'âme qui nous dispose à bien agir.,Aristote,,contemplative,virtue|habit|soul|well,#aristote|#vertu|#citation|#âme|#sagesse|#habitude|#quotes|#philosophie|#action,0,;
L'homme est un animal social.,Aristote,,warm,social|animal|man|community,#aristote|#social|#citation|#humanité|#sagesse|#communauté|#quotes|#philosophie|#nature,0,;
La jeunesse est facilement dupée parce qu'elle est prête à espérer.,Aristote,,melancholic,youth|hope|deceive|ready,#aristote|#jeunesse|#citation|#espoir|#sagesse|#philosophie|#quotes|#vie|#humanité,0,;
